filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\237470504_422630517.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\237712226_423088077.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\252960351_452869345.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\260926646_468670177.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\265731250_477357198.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\280619888_504018053.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\296122937_533161742.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\310070444_559575683.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\318325549_575304556.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\333633055_605697163.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\35151366_55396171.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\37805892_60006977.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\40884016_64818179.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\55911423_89059436.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\58971658_94185961.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\68014898_110032672.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\88609658_146215918.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\110689560_186766664.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\145829014_250572475.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\149089593_256845005.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\157537962_272373481.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\159510452_275593114.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\173850732_301955664.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\187833501_328546081.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\190517962_334005469.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\190612686_334187773.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\195087019_343109631.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\195661758_344276998.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\196629035_346105948.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\196990566_346838591.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\197633786_348138294.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\197819218_348508121.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\199409612_351657951.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\199727077_352266706.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\208994698_369822206.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\212708596_375892914.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\224168911_397272248.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\224995661_398849506.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\226531014_401766225.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\227536543_403650101.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\240415010_428319198.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\241030906_429511814.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\241132327_429704149.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\241142170_429725714.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\241401418_430228550.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\245401528_437902579.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\249874542_446762688.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\250574553_448171156.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\251027092_449072828.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\252453447_451926434.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\253458108_453829403.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\253528363_453970849.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\258614589_464043085.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\261836489_470484714.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\261979434_470755996.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\261990802_470777624.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\267965903_481596899.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\268013216_481706933.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\279325966_501581087.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\280876890_504485534.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\282117944_506831713.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\283766112_509706033.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\286651197_515346591.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\297612196_535995579.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\301627384_543518613.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\303069622_546114141.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\304105620_548185512.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\313933490_566968074.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\315341174_569648942.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\317663424_574040031.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\321008356_580486690.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\321285704_581022173.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\321605123_581649175.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\324503494_587352301.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\331309342_600997368.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\333038099_604543170.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\333925712_606293459.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\335562724_609586879.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\336093897_610687142.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Furnariidae\Synallaxis\Synallaxis_ruficapilla\336837731_612189127.jpg,Synallaxis ruficapilla,Synallaxis,Furnariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\166152938_287696042.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\18940780_29036551.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\224854860_398581314.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\227612570_403807472.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\235399317_418635551.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Cryptopezus\Cryptopezus_nattereri\317665185_574042396.jpg,Cryptopezus nattereri,Cryptopezus,Grallariidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\139439550_238492437.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\144672001_248353960.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\145351790_249646837.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\145354523_249651877.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\146357595_251604623.jpg,Grallaria varia,Grallaria,Grallariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\151214672_260873797.jpg,Grallaria varia,Grallaria,Grallariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\168504263_292033717.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\177612137_308935352.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\189750494_332491512.jpg,Grallaria varia,Grallaria,Grallariidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\201430585_355575234.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\325777111_589897025.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\334482285_607429456.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\38133157_60562284.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\41933338_66544879.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\49979271_79354008.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\65046464_104665300.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\92489977_153147296.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\98110769_163283495.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Grallariidae\Grallaria\Grallaria_varia\98810006_164595591.jpg,Grallaria varia,Grallaria,Grallariidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\138680367_237078128.jpg,Lepus europaeus,Lepus,Leporidae,query,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\141288658_242012939.jpg,Lepus europaeus,Lepus,Leporidae,query,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\141320156_242073611.jpg,Lepus europaeus,Lepus,Leporidae,gallery,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\141563242_242550658.jpg,Lepus europaeus,Lepus,Leporidae,query,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\143227691_245610438.jpg,Lepus europaeus,Lepus,Leporidae,gallery,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\145505973_249947055.jpg,Lepus europaeus,Lepus,Leporidae,query,0,Exótica/Invasora
data\fauna_seleccionada_bosque_atlantico\images\Leporidae\Lepus\Lepus_europaeus\145547844_250027999.jpg,Lepus europaeus,Lepus,Leporidae,gallery,0,Exótica/Invasora
